nom,coordonnees,num_insee,dep
Bernot,Point(3.498611111 49.868888888),2070,2120
Berny-Rivière,Point(3.14 49.406666666),2071,2290
Berrieux,Point(3.848055555 49.487777777),2072,2820
Berry-au-Bac,Point(3.901388888 49.403611111),2073,2190
Bertaucourt-Epourdon,Point(3.388055555 49.626666666),2074,2800
Berthenicourt,Point(3.381388888 49.771666666),2075,2240
Bertricourt,Point(4.009166666 49.395),2076,2190
Berzy-le-Sec,Point(3.312777777 49.333888888),2077,2200
Besmé,Point(3.163611111 49.538333333),2078,2300
Besmont,Point(4.121944444 49.837777777),2079,2500
Besny-et-Loizy,Point(3.581666666 49.6),2080,2870
Béthancourt-en-Vaux,Point(3.1475 49.628611111),2081,2300
Beugneux,Point(3.414166666 49.234444444),2082,2210
Beuvardes,Point(3.489444444 49.141944444),2083,2130
Bézu-le-Guéry,Point(3.225 49.007777777),2084,2310
Bézu-Saint-Germain,Point(3.409166666 49.108055555),2085,2400
Bichancourt,Point(3.214722222 49.579444444),2086,2300
Bieuxy,Point(3.261388888 49.446666666),2087,2290
Bièvres (Aisne),Point(3.711111111 49.493611111),2088,2860
Billy-sur-Aisne,Point(3.383055555 49.356111111),2089,2200
Billy-sur-Ourcq,Point(3.301666666 49.217777777),2090,2210
Blanzy-lès-Fismes,Point(3.673055555 49.338333333),2091,2160
Blérancourt,Point(3.150555555 49.516111111),2093,2300
Blesmes,Point(3.450833333 49.037222222),2094,2400
Bohain-en-Vermandois,Point(3.454722222 49.986388888),2095,2110
Bois-lès-Pargny,Point(3.650555555 49.731388888),2096,2270
Boncourt (Aisne),Point(3.945277777 49.616388888),2097,2350
Bonneil,Point(3.348611111 49.0075),2098,2400
Bonnesvalyn,Point(3.316666666 49.121944444),2099,2400
Bony,Point(3.222777777 49.988055555),2100,2420
Bosmont-sur-Serre,Point(3.859444444 49.731666666),2101,2250
Bouconville-Vauclair,Point(3.755555555 49.465555555),2102,2860
Boué,Point(3.698611111 50.011944444),2103,2450
Bouffignereux,Point(3.845277777 49.373611111),2104,2160
Bouresches,Point(3.309444444 49.063611111),2105,2400
Bourg-et-Comin,Point(3.654166666 49.396666666),2106,2160
Bourguignon-sous-Coucy,Point(3.158611111 49.543888888),2107,2300
Bourguignon-sous-Montbavin,Point(3.541388888 49.528055555),2108,2000
La Bouteille,Point(3.971944444 49.859444444),2109,2140
Braine (Aisne),Point(3.531944444 49.341666666),2110,2220
Brancourt-en-Laonnois,Point(3.418611111 49.514444444),2111,2320
Brancourt-le-Grand,Point(3.381388888 49.976666666),2112,2110
Brasles,Point(3.427777777 49.049166666),2114,2400
Braye-en-Laonnois,Point(3.608055555 49.441111111),2115,2000
Braye-en-Thiérache,Point(3.958611111 49.779444444),2116,2140
Bray-Saint-Christophe,Point(3.143888888 49.770833333),2117,2480
Braye (Aisne),Point(3.37 49.423333333),2118,2880
Brécy (Aisne),Point(3.429444444 49.147777777),2119,2210
Brenelle,Point(3.543055555 49.365833333),2120,2220
Breny,Point(3.353055555 49.185555555),2121,2210
Brie (Aisne),Point(3.4825 49.600833333),2122,2870
Brissay-Choigny,Point(3.378055555 49.720555555),2123,2240
Brissy-Hamégicourt,Point(3.380277777 49.743611111),2124,2240
Brumetz,Point(3.160555555 49.101944444),2125,2810
Brunehamel,Point(4.181944444 49.769722222),2126,2360
Bruyères-sur-Fère,Point(3.4425 49.189444444),2127,2130
Bruyères-et-Montbérault,Point(3.663611111 49.524444444),2128,2860
Bruys,Point(3.563055555 49.270555555),2129,2220
Bucilly,Point(4.093055555 49.876944444),2130,2500
Bucy-le-Long,Point(3.393888888 49.390555555),2131,2880
Bucy-lès-Cerny,Point(3.517222222 49.582222222),2132,2870
Bucy-lès-Pierrepont,Point(3.9025 49.646944444),2133,2350
Buire,Point(4.056388888 49.902777777),2134,2500
Buironfosse,Point(3.834722222 49.965277777),2135,2620
Burelles,Point(3.897777777 49.781944444),2136,2140
Bussiares,Point(3.257222222 49.090833333),2137,2810
Buzancy (Aisne),Point(3.347777777 49.313611111),2138,2200
Caillouël-Crépigny,Point(3.127777777 49.621666666),2139,2300
Camelin,Point(3.134166666 49.524722222),2140,2300
La Capelle,Point(3.916388888 49.977222222),2141,2260
Castres (Aisne),Point(3.2375 49.804166666),2142,2680
Le Catelet,Point(3.244166666 50.002222222),2143,2420
Caulaincourt (Aisne),Point(3.106111111 49.864444444),2144,2490
Caumont (Aisne),Point(3.1775 49.631666666),2145,2300
Celles-lès-Condé,Point(3.571388888 49.011944444),2146,2330
Celles-sur-Aisne,Point(3.481666666 49.406111111),2148,2370
Cerizy,Point(3.326944444 49.76),2149,2240
Cerny-en-Laonnois,Point(3.667777777 49.443333333),2150,2860
Cerny-lès-Bucy,Point(3.548611111 49.577777777),2151,2870
Cerseuil,Point(3.521388888 49.323611111),2152,2220
Cessières-Suzy,Point(3.496388888 49.558333333),2153,2320
Chacrise,Point(3.403333333 49.305555555),2154,2200
Chaillevois,Point(3.525 49.5125),2155,2000
Chalandry,Point(3.6425 49.676944444),2156,2270
Chambry (Aisne),Point(3.655277777 49.591388888),2157,2000
Chamouille,Point(3.665555555 49.474166666),2158,2860
Champs (Aisne),Point(3.253333333 49.540833333),2159,2670
Chaourse,Point(3.9975 49.704166666),2160,2340
La Chapelle-sur-Chézy,Point(3.377222222 48.945555555),2162,2570
Charly-sur-Marne,Point(3.285277777 48.977222222),2163,2310
Le Charmel,Point(3.549166666 49.113333333),2164,2850
Charmes (Aisne),Point(3.377777777 49.651111111),2165,2800
Chartèves,Point(3.504722222 49.075),2166,2400
Chassemy,Point(3.506944444 49.379166666),2167,2370
Château-Thierry,Point(3.403055555 49.046388888),2168,2400
Châtillon-lès-Sons,Point(3.684166666 49.758888888),2169,2270
Châtillon-sur-Oise,Point(3.42 49.791666666),2170,2240
Chaudardes,Point(3.791388888 49.391666666),2171,2160
Chaudun,Point(3.264444444 49.317777777),2172,2200
Chauny,Point(3.219166666 49.615555555),2173,2300
Chavignon,Point(3.521111111 49.478888888),2174,2000
Chavigny (Aisne),Point(3.304722222 49.425),2175,2880
Chavonne,Point(3.57 49.404444444),2176,2370
Chérêt,Point(3.684166666 49.515),2177,2860
Chermizy-Ailles,Point(3.725555555 49.468333333),2178,2860
Chéry-Chartreuve,Point(3.613611111 49.262777777),2179,2220
Chéry-lès-Pouilly,Point(3.605277777 49.6575),2180,2000
Chéry-lès-Rozoy,Point(4.091111111 49.720277777),2181,2360
Chevennes,Point(3.7325 49.815277777),2182,2250
Chevregny,Point(3.591388888 49.472777777),2183,2000
Chevresis-Monceau,Point(3.571666666 49.753888888),2184,2270
Chézy-en-Orxois,Point(3.181666666 49.123888888),2185,2810
Chézy-sur-Marne,Point(3.367222222 48.987777777),2186,2570
Chierry,Point(3.429444444 49.038888888),2187,2400
Chigny (Aisne),Point(3.770833333 49.917777777),2188,2120
Chivres-en-Laonnois,Point(3.8425 49.633055555),2189,2350
Chivres-Val,Point(3.435277777 49.395277777),2190,2880
Chivy-lès-Étouvelles,Point(3.584722222 49.527777777),2191,2000
Chouy,Point(3.248055555 49.205833333),2192,2210
Cierges,Point(3.598611111 49.168055555),2193,2130
Cilly,Point(3.831944444 49.738055555),2194,2250
Ciry-Salsogne,Point(3.461944444 49.361944444),2195,2220
Clacy-et-Thierret,Point(3.570277777 49.544444444),2196,2000
Clairfontaine,Point(3.985277777 49.98),2197,2260
Clamecy (Aisne),Point(3.361111111 49.428055555),2198,2880
Clastres,Point(3.231944444 49.745555555),2199,2440
Clermont-les-Fermes,Point(3.938333333 49.667222222),2200,2340
Cœuvres-et-Valsery,Point(3.155 49.339166666),2201,2600
Coincy (Aisne),Point(3.421666666 49.161111111),2203,2210
Coingt,Point(4.091388888 49.793055555),2204,2360
Colligis-Crandelain,Point(3.640277777 49.475833333),2205,2860
Colonfay,Point(3.712777777 49.858055555),2206,2120
Commenchon,Point(3.158055555 49.640277777),2207,2300
Concevreux,Point(3.789166666 49.376666666),2208,2160
Condé-en-Brie,Point(3.561388888 49.004166666),2209,2330
Condé-sur-Aisne,Point(3.468888888 49.398333333),2210,2370
Condé-sur-Suippe,Point(3.95 49.42),2211,2190
Condren,Point(3.280833333 49.631388888),2212,2700
Connigis,Point(3.530833333 49.031388888),2213,2330
Contescourt,Point(3.230833333 49.7925),2214,2680
Corbeny,Point(3.823611111 49.462222222),2215,2820
Corcy,Point(3.211666666 49.253888888),2216,2600
Coucy-le-Château-Auffrique,Point(3.3225 49.520277777),2217,2380
Coucy-lès-Eppes,Point(3.77 49.5525),2218,2840
Coucy-la-Ville,Point(3.329444444 49.533333333),2219,2380
Coulonges-Cohan,Point(3.636388888 49.201111111),2220,2130
Coupru,Point(3.272222222 49.030833333),2221,2310
Courbes,Point(3.451111111 49.684444444),2222,2800
Courboin,Point(3.504722222 48.993888888),2223,2330
Courcelles-sur-Vesle,Point(3.571944444 49.338055555),2224,2220
Courchamps (Aisne),Point(3.265 49.113333333),2225,2810
Courmelles,Point(3.3125 49.344722222),2226,2200
Courmont (Aisne),Point(3.575833333 49.148611111),2227,2130
Courtemont-Varennes,Point(3.541666666 49.073888888),2228,2850
Courtrizy-et-Fussigny,Point(3.788055555 49.52),2229,2820
Couvrelles,Point(3.487777777 49.338333333),2230,2220
Couvron-et-Aumencourt,Point(3.516944444 49.643055555),2231,2270
Coyolles,Point(3.043611111 49.234166666),2232,2600
Cramaille,Point(3.454722222 49.229444444),2233,2130
Craonne,Point(3.786666666 49.44),2234,2160
Craonnelle,Point(3.770555555 49.431111111),2235,2160
Crécy-au-Mont,Point(3.324722222 49.488055555),2236,2380
Crécy-sur-Serre,Point(3.6225 49.696944444),2237,2270
Crépy (Aisne),Point(3.513888888 49.604166666),2238,2870
Crézancy,Point(3.510833333 49.048055555),2239,2650
Croix-Fonsomme,Point(3.402222222 49.920833333),2240,2110
La Croix-sur-Ourcq,Point(3.353888888 49.168333333),2241,2210
Crouttes-sur-Marne,Point(3.24 48.98),2242,2310
Crouy,Point(3.36 49.4025),2243,2880
Crupilly,Point(3.755277777 49.925555555),2244,2120
Cuffies,Point(3.319722222 49.405),2245,2880
Cugny,Point(3.153333333 49.707222222),2246,2480
Cuirieux,Point(3.814722222 49.680833333),2248,2350
Cuiry-Housse,Point(3.492222222 49.294722222),2249,2220
Cuiry-lès-Chaudardes,Point(3.769722222 49.386111111),2250,2160
Cuiry-lès-Iviers,Point(4.109722222 49.761388888),2251,2360
Cuissy-et-Geny,Point(3.701666666 49.409444444),2252,2160
Cuisy-en-Almont,Point(3.245833333 49.4175),2253,2200
Cutry (Aisne),Point(3.181666666 49.347222222),2254,2600
Cys-la-Commune,Point(3.572222222 49.391944444),2255,2220
Dagny-Lambercy,Point(4.043611111 49.771111111),2256,2140
Dallon,Point(3.241388888 49.821111111),2257,2680
Dammard,Point(3.197777777 49.144722222),2258,2470
Dampleux,Point(3.154166666 49.243333333),2259,2600
Danizy,Point(3.392222222 49.664722222),2260,2800
Dercy,Point(3.685 49.703611111),2261,2270
Deuillet,Point(3.361388888 49.630277777),2262,2700
Dhuizel,Point(3.618333333 49.365555555),2263,2220
Dizy-le-Gros,Point(4.022222222 49.629444444),2264,2340
Dohis,Point(4.135555555 49.761666666),2265,2360
Dolignon,Point(4.084166666 49.731111111),2266,2360
Dommiers,Point(3.209166666 49.326944444),2267,2600
Domptin,Point(3.276944444 49.016388888),2268,2310
Dorengt,Point(3.684166666 49.975),2269,2450
Douchy (Aisne),Point(3.135 49.795833333),2270,2590
Dravegny,Point(3.638055555 49.230277777),2271,2130
Droizy,Point(3.392777777 49.277222222),2272,2210
Dury (Aisne),Point(3.128888888 49.750555555),2273,2480
Ébouleau,Point(3.874722222 49.673055555),2274,2350
Effry,Point(3.984444444 49.925),2275,2500
Englancourt,Point(3.801111111 49.916944444),2276,2260
Épagny (Aisne),Point(3.241666666 49.461944444),2277,2290
Éparcy,Point(4.060555555 49.873333333),2278,2500
Épaux-Bézu,Point(3.3475 49.108611111),2279,2400
Épieds (Aisne),Point(3.444722222 49.106388888),2280,2400
L'Épine-aux-Bois,Point(3.448888888 48.885555555),2281,2540
Eppes,Point(3.7375 49.557222222),2282,2840
Erlon,Point(3.713888888 49.729166666),2283,2250
Erloy,Point(3.829722222 49.913333333),2284,2260
Esquéhéries,Point(3.746388888 49.983888888),2286,2170
Essigny-le-Grand,Point(3.277222222 49.776666666),2287,2690
Essigny-le-Petit,Point(3.366388888 49.899444444),2288,2100
Essises,Point(3.419722222 48.962222222),2289,2570
Essômes-sur-Marne,Point(3.374166666 49.029444444),2290,2400
Estrées (Aisne),Point(3.288055555 49.968055555),2291,2420
Étampes-sur-Marne,Point(3.419166666 49.034166666),2292,2400
Étaves-et-Bocquiaux,Point(3.453888888 49.938611111),2293,2110
Étouvelles,Point(3.581388888 49.520277777),2294,2000
Étréaupont,Point(3.915833333 49.903333333),2295,2580
Étreillers,Point(3.160277777 49.829166666),2296,2590
Étrépilly (Aisne),Point(3.338888888 49.085),2297,2400
Étreux,Point(3.656944444 49.994166666),2298,2510
Évergnicourt,Point(4.041388888 49.443333333),2299,2190
Faverolles (Aisne),Point(3.176388888 49.224166666),2302,2600
Fayet (Aisne),Point(3.252222222 49.868055555),2303,2100
Fayet (Aisne),Point(3.25 49.866667),2303,2100
La Fère,Point(3.365555555 49.661666666),2304,2800
Fère-en-Tardenois,Point(3.5175 49.199444444),2305,2130
La Ferté-Chevresis,Point(3.557777777 49.736666666),2306,2270
La Ferté-Milon,Point(3.123888888 49.178333333),2307,2460
Fesmy-le-Sart,Point(3.678333333 50.041944444),2308,2450
Festieux,Point(3.753888888 49.522222222),2309,2840
Fieulaine,Point(3.448611111 49.899166666),2310,2110
Filain (Aisne),Point(3.55 49.466667),2311,2000
Filain (Aisne),Point(3.555555555 49.459166666),2311,2000
La Flamengrie (Aisne),Point(3.920277777 50.003888888),2312,2260
Flavigny-le-Grand-et-Beaurain,Point(3.664722222 49.890833333),2313,2120
Flavy-le-Martel,Point(3.193055555 49.713333333),2315,2520
Fleury (Aisne),Point(3.156388888 49.258055555),2316,2600
Fluquières,Point(3.152777777 49.803333333),2317,2590
Folembray,Point(3.288888888 49.541944444),2318,2670
Fonsomme,Point(3.399444444 49.9025),2319,2110
Fontaine-lès-Clercs,Point(3.222777777 49.805833333),2320,2680
Fontaine-lès-Vervins,Point(3.901666666 49.853333333),2321,2140
Fontaine-Notre-Dame (Aisne),Point(3.428611111 49.884166666),2322,2110
Fontaine-Uterte,Point(3.37 49.921944444),2323,2110
Fontenelle (Aisne),Point(3.865555555 50.030555555),2324,2170
Fontenoy (Aisne),Point(3.198611111 49.407222222),2326,2290
Foreste,Point(3.098611111 49.808888888),2327,2590
Fossoy,Point(3.4825 49.048333333),2328,2650
Fourdrain,Point(3.471666666 49.610833333),2329,2870
Francilly-Selency,Point(3.223611111 49.852777777),2330,2760
Franqueville (Aisne),Point(3.809444444 49.81),2331,2140
Fresnes-en-Tardenois,Point(3.555833333 49.145833333),2332,2130
Fresnes-sous-Coucy,Point(3.369722222 49.553888888),2333,2380
Fresnoy-le-Grand,Point(3.417222222 49.9475),2334,2230
Fressancourt,Point(3.425555555 49.6325),2335,2800
Frières-Faillouël,Point(3.241944444 49.6875),2336,2700
Froidestrées,Point(3.905833333 49.941111111),2337,2260
Froidmont-Cohartille,Point(3.709166666 49.686388888),2338,2270
Gandelu,Point(3.183055555 49.094722222),2339,2810
Gauchy,Point(3.285555555 49.825277777),2340,2430
Gercy,Point(3.868333333 49.813888888),2341,2140
Gergny,Point(3.934166666 49.914444444),2342,2260
Germaine (Aisne),Point(3.115 49.811388888),2343,2590
Gibercourt,Point(3.284722222 49.736666666),2345,2440
Gizy,Point(3.774444444 49.600555555),2346,2350
Gland (Aisne),Point(3.462222222 49.048055555),2347,2400
Goudelancourt-lès-Berrieux,Point(3.849166666 49.496666666),2349,2820
Goudelancourt-lès-Pierrepont,Point(3.854722222 49.668888888),2350,2350
Goussancourt,Point(3.667222222 49.166388888),2351,2130
Gouy (Aisne),Point(3.254722222 50.001666666),2352,2420
Grandlup-et-Fay,Point(3.736944444 49.657777777),2353,2350
Grandrieux,Point(4.184722222 49.730277777),2354,2360
Gricourt,Point(3.244444444 49.888888888),2355,2100
Grisolles (Aisne),Point(3.3575 49.140833333),2356,2210
Gronard,Point(3.883888888 49.793055555),2357,2140
Grougis,Point(3.531944444 49.943333333),2358,2110
Grugies,Point(3.266111111 49.813333333),2359,2680
Villeneuve-sur-Aisne,Point(3.9661 49.3842),2360,2190
Guise,Point(3.6275 49.900277777),2361,2120
Guivry,Point(3.119166666 49.646666666),2362,2300
Guny,Point(3.2675 49.518888888),2363,2300
Guyencourt,Point(3.836944444 49.357222222),2364,2160
Hannapes,Point(3.625277777 49.972222222),2366,2510
Happencourt,Point(3.187222222 49.777777777),2367,2480
Haramont,Point(3.061666666 49.278055555),2368,2600
Harcigny,Point(3.981388888 49.796111111),2369,2140
Hargicourt (Aisne),Point(3.18 49.962222222),2370,2420
Harly,Point(3.321111111 49.8425),2371,2100
Hartennes-et-Taux,Point(3.353055555 49.271666666),2372,2210
Hary,Point(3.933055555 49.788055555),2373,2140
Lehaucourt,Point(3.279444444 49.919722222),2374,2420
Hautevesnes,Point(3.231944444 49.109166666),2375,2810
Hauteville (Aisne),Point(3.522222222 49.878055555),2376,2120
Haution,Point(3.840277777 49.866388888),2377,2140
La Hérie,Point(4.048055555 49.883888888),2378,2500
Le Hérie-la-Viéville,Point(3.644722222 49.822222222),2379,2120
Hinacourt,Point(3.296111111 49.745),2380,2440
Hirson,Point(4.083888888 49.921666666),2381,2500
Holnon,Point(3.2125 49.858611111),2382,2760
Homblières,Point(3.365 49.85),2383,2720
Houry,Point(3.849722222 49.782777777),2384,2140
Housset,Point(3.707777777 49.794166666),2385,2250
Iron (Aisne),Point(3.66 49.954444444),2386,2510
Itancourt,Point(3.345 49.806666666),2387,2240
Iviers,Point(4.142777777 49.783611111),2388,2360
Jaulgonne,Point(3.533611111 49.088333333),2389,2850
Jeancourt,Point(3.146666666 49.9275),2390,2490
Jeantes,Point(4.055277777 49.803888888),2391,2140
Joncourt,Point(3.299444444 49.955833333),2392,2420
Jouaignes,Point(3.535833333 49.298611111),2393,2220
Jumencourt,Point(3.353888888 49.508611111),2395,2380
Jumigny,Point(3.717222222 49.411388888),2396,2160
Jussy (Aisne),Point(3.231388888 49.720277777),2397,2480
Juvigny (Aisne),Point(3.318333333 49.4475),2398,2880
Juvincourt-et-Damary,Point(3.892222222 49.446388888),2399,2190
Laffaux,Point(3.425277777 49.448611111),2400,2880
Laigny,Point(3.853055555 49.858055555),2401,2140
Lanchy,Point(3.075555555 49.826666666),2402,2590
Landifay-et-Bertaignemont,Point(3.606388888 49.816944444),2403,2120
Landouzy-la-Cour,Point(3.983611111 49.8475),2404,2140
Landouzy-la-Ville,Point(4.048611111 49.861111111),2405,2140
Landricourt (Aisne),Point(3.366666666 49.508333333),2406,2380
Laniscourt,Point(3.543055555 49.548888888),2407,2000
Laon,Point(3.623611111 49.563333333),2408,2000
Lappion,Point(3.963333333 49.6075),2409,2150
Largny-sur-Automne,Point(3.041111111 49.260277777),2410,2600
Latilly,Point(3.310277777 49.154166666),2411,2210
Launoy,Point(3.400555555 49.263888888),2412,2210
Laval-en-Laonnois,Point(3.595555555 49.500833333),2413,2860
Lavaqueresse,Point(3.710277777 49.948888888),2414,2450
Laversine,Point(3.17 49.351111111),2415,2600
Lemé,Point(3.763888888 49.837777777),2416,2140
Lempire,Point(3.1725 49.9925),2417,2420
Lerzy,Point(3.888055555 49.945555555),2418,2260
Leschelle,Point(3.770555555 49.958611111),2419,2170
Lesdins,Point(3.327222222 49.896944444),2420,2100
Lesges,Point(3.507222222 49.306666666),2421,2220
Lesquielles-Saint-Germain,Point(3.620833333 49.931388888),2422,2120
Leuilly-sous-Coucy,Point(3.358333333 49.478888888),2423,2380
Leury,Point(3.336666666 49.430833333),2424,2880
Leuze (Aisne),Point(4.161666666 49.851388888),2425,2500
Levergies,Point(3.312777777 49.927222222),2426,2420
Lhuys,Point(3.555 49.280555555),2427,2220
Licy-Clignon,Point(3.273888888 49.100277777),2428,2810
Lierval,Point(3.616666666 49.484166666),2429,2860
Liesse-Notre-Dame,Point(3.804444444 49.609444444),2430,2350
Liez (Aisne),Point(3.290833333 49.690833333),2431,2700
Limé,Point(3.548055555 49.321666666),2432,2220
Lislet,Point(4.021388888 49.686388888),2433,2340
Logny-lès-Aubenton,Point(4.210833333 49.828333333),2435,2500
Longpont,Point(3.220555555 49.272777777),2438,2600
Les Septvallons,Point(3.653333333 49.36),2439,2160
Lor,Point(4.049444444 49.530833333),2440,2190
Louâtre,Point(3.246111111 49.257222222),2441,2600
Loupeigne,Point(3.535 49.247222222),2442,2130
Lucy-le-Bocage,Point(3.278611111 49.056944444),2443,2400
Lugny (Aisne),Point(3.809722222 49.780277777),2444,2140
Luzoir,Point(3.961944444 49.925277777),2445,2500
Ly-Fontaine,Point(3.308055555 49.734444444),2446,2440
Maast-et-Violaine,Point(3.448888888 49.283611111),2447,2220
